,Unnamed: 0,Fahrzeugklasse,Fahrzeugart_Code,Fahrzeugart,Marken_Code,Marke,Marke_und_Typ,Typ1,Typ2,Typ3,Typ4,Typengenehmigungs-Nr,Typengenehmigungs-Nr_Zusatz,Karosserieform_Code,Karosserieform,Farbe,Farbe_Zusatz,Sitzplätze,Sitzplätze_vorne,Stehplätze,Leergewicht,Nutzlast,Gesamtgewicht,Gesamtzugsgewicht,Anhängelast,Dachlast,Tankinhalt_Aufbaus,Hubraum,Zylinder,Leistung,Motorkennzeichen,Treibstoff_Code,Treibstoff,CO2,Emissionscode,Energieeffizienzkategorie,Getriebe_Code,Getriebe,Getriebe_Detailcode,Antrieb_Code,Antrieb,Achsen,Erstinverkehrsetzung_Jahr,Erstinverkehrsetzung_Monat,Erstinvekehrsetzung_Kanton,Erstinverkehrsetzung_Staat,Gebrauchtcode,Ersterfassung_Jahr,Ersterfassung_Monat,Schildfarbe_Code,Schildfarbe,Schildart_Code,Schildart,Inverkehrsetzung_Status_Code,Inverkehrsetzung_Kanton,PLZ,Ort,BFS-Gemeinde-Nr,Staat_Code,Staat,Halterart_Code,Halterart,Besondere_Verwendung_Code,Besondere_Verwendung,Unnamed: 63,Marke_harm,Type_harm,Luxury,Marke_Typ_harm
2908,310668,M1,1,Personenwagen,4009,audi,audi sq5 3.0tdi,sq5 3.0tdi,sq5,3.0tdi,,1AC981,,161,Stationswagen,Blau,Metallic,5,2,0,2078,462,2540,0,0,75,0,2967,6,230,CGQB,D,Diesel,179.0,B5b,G,A,Automat,A8,A,Allrad,2,2015,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,117,CH,Schweiz,1,männlich,,,,audi,Q5,lux,audi - Q5
3280,406320,M1,1,Personenwagen,4009,audi,audi q5 2.0tdi,q5 2.0tdi,q5,2.0tdi,,1AF224,,161,Stationswagen,Schwarz,Metallic,5,2,0,2049,391,2440,0,2400,75,0,1968,4,140,DETA,D,Diesel,133.0,B6b,C,M,Mechanisch,M7A,A,Allrad,2,2017,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1349,CH,Schweiz,1,männlich,,,,audi,Q5,lux,audi - Q5
3298,307951,M1,1,Personenwagen,4009,audi,audi q5 3.0tdi,q5 3.0tdi,q5,3.0tdi,,1AC556,,161,Stationswagen,Weiss,,5,2,0,1948,542,2490,0,0,100,0,2967,6,176,CCW,D,Diesel,199.0,B5a,G,M,Mechanisch,M7A,A,Allrad,2,2011,9,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6008,CH,Schweiz,3,juristisch,,,,audi,Q5,lux,audi - Q5
3355,305274,M1,1,Personenwagen,4009,audi,audi q5 2.0tdi,q5 2.0tdi,q5,2.0tdi,,1AD712,,161,Stationswagen,Weiss,Metallic,5,2,0,2069,401,2470,0,2000,75,0,1968,4,140,CNHA,D,Diesel,153.0,B6b,E,M,Mechanisch,M7A,A,Allrad,2,2017,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,14,CH,Schweiz,2,weiblich,,,,audi,Q5,lux,audi - Q5
3440,408866,M1,1,Personenwagen,4009,audi,audi q5 40 tdi quattro,q5 40 tdi quattro,q5,40,TDI quattro,1AG888,,161,Stationswagen,Schwarz,Metallic,5,2,0,2035,440,2475,0,0,75,0,1968,4,140,DETA,D,Diesel,148.0,B6d,E,M,Mechanisch,M7A,A,Allrad,2,2018,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5113,CH,Schweiz,3,juristisch,,,,audi,Q5,lux,audi - Q5
3904,407294,M1,1,Personenwagen,4009,audi,audi q5 40 tdi quattro,q5 40 tdi quattro,q5,40,TDI quattro,1AG886,,161,Stationswagen,Blau,Metallic,5,2,0,1983,492,2475,0,0,75,0,1968,4,140,DETA,D,Diesel,144.0,B6d,D,M,Mechanisch,M7A,A,Allrad,2,2019,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4646,CH,Schweiz,3,juristisch,,,,audi,Q5,lux,audi - Q5
4313,304434,M1,1,Personenwagen,4009,audi,audi sq5 3.0tdi,sq5 3.0tdi,sq5,3.0tdi,,1AC981,,161,Stationswagen,Grau,,5,2,0,1995,535,2530,0,2400,75,0,2967,6,230,CGQB,D,Diesel,179.0,B5b,G,A,Automat,A8,A,Allrad,2,2013,9,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1707,CH,Schweiz,3,juristisch,,,,audi,Q5,lux,audi - Q5
4479,406107,M1,1,Personenwagen,4009,audi,audi q5 2.0tfsi,q5 2.0tfsi,q5,2.0tfsi,,1AF214,,161,Stationswagen,Grau,Metallic,5,2,0,1871,529,2400,0,2400,75,0,1984,4,185,DAXB,B,Benzin,159.0,B6b,F,M,Mechanisch,M7A,A,Allrad,2,2018,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1632,CH,Schweiz,1,männlich,,,,audi,Q5,lux,audi - Q5
4848,298855,M1,1,Personenwagen,4009,audi,audi q5 2.0tdi,q5 2.0tdi,q5,2.0tdi,,1AD303,,161,Stationswagen,Grau,Metallic,5,2,0,1908,552,2460,0,0,75,0,1968,4,140.0,CNHA,D,Diesel,149.0,B6b,D,M,Mechanisch,M7A,A,Allrad,2,2014,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3427,CH,Schweiz,1,männlich,,,,audi,Q5,lux,audi - Q5
5019,313165,M1,1,Personenwagen,4009,audi,audi q5 3.0tdi,q5 3.0tdi,q5,3.0tdi,,1AC556,,161,Stationswagen,Schwarz,,5,2,0,1940,505,2445,0,0,100,0,2967,6,176.0,,D,Diesel,199.0,B5a,G,M,Mechanisch,M7A,A,Allrad,2,2008,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4082,CH,Schweiz,1,männlich,,,,audi,Q5,lux,audi - Q5
5020,312804,M1,1,Personenwagen,4009,audi,audi q5 2.0tfsi,q5 2.0tfsi,q5,2.0tfsi,,1AE342,,161,Stationswagen,Grau,Metallic,5,2,0,1928,452,2380,0,0,75,0,1984,4,169.0,,B,Benzin,172.0,B6b,G,A,Automat,A8,A,Allrad,2,2015,9,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5003,CH,Schweiz,3,juristisch,,,,audi,Q5,lux,audi - Q5
5157,409246,M1,1,Personenwagen,4009,audi,audi sq5 tfsi,sq5 tfsi,sq5,tfsi,,1AF333,,161,Stationswagen,Schwarz,,5,2,0,2128,372,2500,0,2400,75,0,2995,6,260,CWGD,B,Benzin,189.0,B6b,G,A,Automat,A8,A,Allrad,2,2018,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5002,CH,Schweiz,3,juristisch,,,,audi,Q5,lux,audi - Q5
5164,404511,M1,1,Personenwagen,4009,audi,audi q5 2.0tdi,q5 2.0tdi,q5,2.0tdi,,1AF227,,161,Stationswagen,Schwarz,,5,2,0,1932,508,2440,0,0,75,0,1968,4,140,DETA,D,Diesel,132.0,B6b,C,M,Mechanisch,M7A,A,Allrad,2,2017,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3203,CH,Schweiz,1,männlich,,,,audi,Q5,lux,audi - Q5
5271,304496,,1,Personenwagen,4009,audi,audi q5 3.0 tdi,q5 3.0 tdi,q5,3.0,TDI,X,,163,Limousine,Schwarz,Metallic,5,2,0,2128,342,2470,0,0,0,0,2967,0,180,,D,Diesel,,B5b,,A,Automat,,A,Allrad,2,2014,1,Kanton,Deutschland,A,2014.0,1.0,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5822,CH,Schweiz,3,juristisch,,,,audi,Q5,lux,audi - Q5
5533,312864,M1,1,Personenwagen,4009,audi,audi q5 3.0tdi,q5 3.0tdi,q5,3.0tdi,,1AD736,,161,Stationswagen,Schwarz,Metallic,5,2,0,2053,437,2490,0,0,75,0,2967,6,190.0,CTBA,D,Diesel,163.0,B6b,F,M,Mechanisch,M7A,A,Allrad,2,2015,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2701,CH,Schweiz,1,männlich,,,,audi,Q5,lux,audi - Q5
5535,405792,M1,1,Personenwagen,4009,audi,audi q5 2.0tdi,q5 2.0tdi,q5,2.0tdi,,1AF224,,161,Stationswagen,Schwarz,Metallic,5,2,0,2056,384,2440,0,2400,75,0,1968,4,140,DETA,D,Diesel,133.0,B6b,C,M,Mechanisch,M7A,A,Allrad,2,2017,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4671,CH,Schweiz,1,männlich,,,,audi,Q5,lux,audi - Q5
5906,311238,M1,1,Personenwagen,4009,audi,audi q5 3.0tdi,q5 3.0tdi,q5,3.0tdi,,1AC556,,161,Stationswagen,Schwarz,Metallic,5,2,0,1940,505,2445,0,0,100,0,2967,6,176,CCWA,D,Diesel,199.0,B5a,G,M,Mechanisch,M7A,A,Allrad,2,2009,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1089,CH,Schweiz,1,männlich,,,,audi,Q5,lux,audi - Q5
6031,407405,M1,1,Personenwagen,4009,audi,audi q5 2.0tfsi,q5 2.0tfsi,q5,2.0tfsi,,1AF215,,161,Stationswagen,Grau,Metallic,5,2,0,1984,416,2400,0,0,75,0,1984,4,185,DAXB,B,Benzin,162.0,B6b,G,M,Mechanisch,M7A,A,Allrad,2,2017,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2703,CH,Schweiz,1,männlich,,,,audi,Q5,lux,audi - Q5
6101,304236,M1,1,Personenwagen,4009,audi,audi q5 3.0tdi,q5 3.0tdi,q5,3.0tdi,,X,,161,Stationswagen,Weiss,,5,2,0,1935,535,2470,0,0,75,0,2967,6,180,,D,Diesel,169.0,B5b,E,M,Mechanisch,M7A,A,Allrad,2,2012,9,Kanton,Deutschland,A,2016.0,1.0,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6136,CH,Schweiz,1,männlich,,,,audi,Q5,lux,audi - Q5
6103,300001,M1,1,Personenwagen,4009,audi,audi q5 2.0tdi,q5 2.0tdi,q5,2.0tdi,,1AC694,,161,Stationswagen,Schwarz,,5,2,0,1830,535,2365,0,0,100,0,1968,4,105.0,CJCA,D,Diesel,162.0,B5a,F,M,Mechanisch,M6,A,Allrad,2,2011,9,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4065,CH,Schweiz,1,männlich,,,,audi,Q5,lux,audi - Q5
6248,406067,M1,1,Personenwagen,4009,audi,audi sq5 tfsi,sq5 tfsi,sq5,tfsi,,1AF335,,161,Stationswagen,Grau,,5,2,0,2001,499,2500,0,2400,75,0,2995,6,260,CWGD,B,Benzin,189.0,B6b,G,A,Automat,A8,A,Allrad,2,2017,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3804,CH,Schweiz,3,juristisch,,,,audi,Q5,lux,audi - Q5
7100,408831,M1,1,Personenwagen,4009,audi,audi sq5 tfsi,sq5 tfsi,sq5,tfsi,,1AF333,,161,Stationswagen,Grau,,5,2,0,2055,445,2500,0,0,75,0,2995,6,260,CWGD,B,Benzin,189.0,B6b,G,A,Automat,A8,A,Allrad,2,2018,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,309,CH,Schweiz,1,männlich,,,,audi,Q5,lux,audi - Q5
7195,299690,M1,1,Personenwagen,4009,audi,audi q5 2.0tdi,q5 2.0tdi,q5,2.0tdi,,1AC555,,161,Stationswagen,Grau,Metallic,5,2,0,1825,555,2380,3825,2000,100,0,1968,4,125.0,CAHA,D,Diesel,179.0,B04,G,M,Mechanisch,M7A,A,Allrad,2,2010,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4276,CH,Schweiz,2,weiblich,,,,audi,Q5,lux,audi - Q5
7198,298070,M1,1,Personenwagen,4009,audi,audi q5 2.0tdi,q5 2.0tdi,q5,2.0tdi,,1AC693,,161,Stationswagen,Schwarz,,5,2,0,1863,502,2365,0,0,100,0,1968,4,125.0,CGLB,D,Diesel,163.0,B5a,E,M,Mechanisch,M6,A,Allrad,2,2011,9,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,587,CH,Schweiz,2,weiblich,,,,audi,Q5,lux,audi - Q5
7272,308437,M1,1,Personenwagen,4009,audi,audi q5 2.0tfsi,q5 2.0tfsi,q5,2.0tfsi,,1AD189,,161,Stationswagen,Grau,Metallic,5,2,0,1813,552,2365,0,0,75,0,1984,4,165,CNCD,B,Benzin,184.0,B6b,G,A,Automat,A8,A,Allrad,2,2013,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4082,CH,Schweiz,1,männlich,,,,audi,Q5,lux,audi - Q5
7645,403790,M1,1,Personenwagen,4009,audi,audi q5,q5,q5,nan,,,X,161,Stationswagen,Grau,,5,2,0,1977,463,2440,0,2400,50,0,1968,0,140,,D,Diesel,136.0,B6b,,A,Automat,A8M,A,Allrad,2,2017,9,Kanton,Deutschland,A,2018.0,5.0,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6628,FL,Liechtenstein,3,juristisch,,,,audi,Q5,lux,audi - Q5
7682,306383,M1,1,Personenwagen,4009,audi,audi sq5 3.0tdi,sq5 3.0tdi,sq5,3.0tdi,,1AC981,,161,Stationswagen,Blau,,5,2,0,1995,535,2530,0,2400,75,0,2967,6,230,CGQB,D,Diesel,179.0,B5b,G,A,Automat,A8,A,Allrad,2,2013,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,988,CH,Schweiz,1,männlich,,,,audi,Q5,lux,audi - Q5
7724,294965,M1,1,Personenwagen,4009,audi,audi q5 2.0 tdi,q5 2.0 tdi,q5,2.0,TDI,,X,161,Stationswagen,Schwarz,,5,2,0,1947,513,2460,0,0,50,0,1968,4,140.0,,D,Diesel,149.0,B6b,,A,Automat,A7,A,Allrad,2,2015,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,297,CH,Schweiz,3,juristisch,,,,audi,Q5,lux,audi - Q5
7898,408559,M1,1,Personenwagen,4009,audi,audi sq5 tfsi,sq5 tfsi,sq5,tfsi,,1AF334,,161,Stationswagen,Grau,Metallic,5,2,0,2101,399,2500,0,2400,75,0,2995,6,260,,B,Benzin,195.0,B6b,G,A,Automat,A8,A,Allrad,2,2017,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4318,CH,Schweiz,1,männlich,,,,audi,Q5,lux,audi - Q5
8390,406407,M1,1,Personenwagen,4009,audi,audi sq5 tfsi,sq5 tfsi,sq5,tfsi,,1AF334,,161,Stationswagen,Schwarz,Metallic,5,2,0,2043,457,2500,0,0,75,0,2995,6,260.0,CWGD,B,Benzin,195.0,B6b,G,A,Automat,A8,A,Allrad,2,2017,8,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,261,CH,Schweiz,1,männlich,,,,audi,Q5,lux,audi - Q5
8655,406084,M1,1,Personenwagen,4009,audi,audi q5 2.0tfsi,q5 2.0tfsi,q5,2.0tfsi,,1AF214,,161,Stationswagen,Blau,Metallic,5,2,0,1968,432,2400,0,0,75,0,1984,4,185.0,DAXB,B,Benzin,159.0,B6b,F,M,Mechanisch,M7A,A,Allrad,2,2018,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2763,CH,Schweiz,1,männlich,,,,audi,Q5,lux,audi - Q5
8686,300666,M1,1,Personenwagen,4009,audi,audi q5 2.0tfsi,q5 2.0tfsi,q5,2.0tfsi,,1AD189,,161,Stationswagen,Grau,Metallic,5,2,0,1813,552,2365,0,0,75,0,1984,4,165.0,CNCD,B,Benzin,184.0,B6b,G,A,Automat,A8,A,Allrad,2,2014,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,2825,CH,Schweiz,1,männlich,,,,audi,Q5,lux,audi - Q5
8846,311199,M1,1,Personenwagen,4009,audi,audi q5 3.0tdi,q5 3.0tdi,q5,3.0tdi,,1AC556,,161,Stationswagen,Schwarz,,5,2,0,1940,505,2445,0,2000,100,0,2967,6,176.0,CCWA,D,Diesel,199.0,B5a,G,M,Mechanisch,M7A,A,Allrad,2,2008,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,581,CH,Schweiz,2,weiblich,,,,audi,Q5,lux,audi - Q5
9244,406518,M1,1,Personenwagen,4009,audi,audi q5 2.0tdi,q5 2.0tdi,q5,2.0tdi,,1AF224,,161,Stationswagen,Grau,Metallic,5,2,0,2021,419,2440,0,0,75,0,1968,4,140.0,DETA,D,Diesel,133.0,B6b,C,M,Mechanisch,M7A,A,Allrad,2,2017,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,63,CH,Schweiz,1,männlich,,,,audi,Q5,lux,audi - Q5
9335,300277,M1,1,Personenwagen,4009,audi,audi q5 2.0tdi,q5 2.0tdi,q5,2.0tdi,,1AC949,,161,Stationswagen,Schwarz,,5,2,0,1863,567,2430,0,0,75,0,1968,4,130.0,,D,Diesel,159.0,B5b,F,M,Mechanisch,M7A,A,Allrad,2,2012,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,577,CH,Schweiz,1,männlich,,,,audi,Q5,lux,audi - Q5
9542,300558,M1,1,Personenwagen,4009,audi,audi q5 2.0tfsi,q5 2.0tfsi,q5,2.0tfsi,,1AD189,,161,Stationswagen,Weiss,,5,2,0,1813,552,2365,0,0,75,0,1984,4,165.0,CNCD,B,Benzin,184.0,B6b,G,A,Automat,A8,A,Allrad,2,2014,1,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5886,CH,Schweiz,1,männlich,,,,audi,Q5,lux,audi - Q5
9774,297654,M1,1,Personenwagen,4009,audi,audi q5 2.0tfsi,q5 2.0tfsi,q5,2.0tfsi,,1AC619,,161,Stationswagen,Grau,Metallic,5,2,0,1808,557,2365,0,0,100,0,1984,4,155.0,CDNC,B,Benzin,197.0,B5b,G,M,Mechanisch,M7A,A,Allrad,2,2009,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6137,CH,Schweiz,1,männlich,,,,audi,Q5,lux,audi - Q5
67,177383,M1,1,Personenwagen,4009,audi,audi q7 50 tdi quattro,q7 50 tdi quattro,q7,50,TDI quattro,1AG846,,161,Stationswagen,Schwarz,,7,2,0,2467,523,2990,6490,3500,100,0,2967,6,210,DHXA,F,Diesel / Elektrisch,180.0,B6d,F,A,Automat,A8,A,Allrad,2,2019,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,386,CH,Schweiz,2,weiblich,,,,audi,Q7,lux,audi - Q7
663,176050,M1,1,Personenwagen,4009,audi,audi q7 4.2tdi,q7 4.2tdi,q7,4.2tdi,,1AC383,M,161,Stationswagen,Grau,,7,2,0,2510,735,3245,0,3200,100,0,4134,8,268.7,,D,Diesel,294.0,B04,G,A,Automat,A6,A,Allrad,2,2008,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1214,CH,Schweiz,1,männlich,,,,audi,Q7,lux,audi - Q7
1566,176344,M1,1,Personenwagen,4009,audi,audi q7 3.0 tdi,q7 3.0 tdi,q7,3.0,TDi,X,,161,Stationswagen,Schwarz,Metallic,7,2,0,2405,535,2940,0,3500,100,0,2967,6,200,,D,Diesel,,B6b,,A,Automat,A8,A,Allrad,2,2015,9,Kanton,Deutschland,A,2015.0,9.0,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1054,CH,Schweiz,3,juristisch,,,,audi,Q7,lux,audi - Q7
1807,175450,M1,1,Personenwagen,4009,audi,audi q7,q7,q7,nan,,X,,161,Stationswagen,Schwarz,Metallic,7,2,0,2375,750,3125,0,0,100,0,2967,0,180,,D,Diesel,,B5b,,A,Automat,A8,A,Allrad,2,2014,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5514,CH,Schweiz,3,juristisch,,,,audi,Q7,lux,audi - Q7
3192,175341,M1,1,Personenwagen,4009,audi,audi q7 3.0 tdi,q7 3.0 tdi,q7,3.0,TDI,1AC703,,161,Stationswagen,Weiss,,7,2,0,2375,750,3125,0,3200,100,0,2967,6,176,CJGA,D,Diesel,195.0,B5a,G,A,Automat,A8,A,Allrad,2,2011,10,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5226,CH,Schweiz,1,männlich,,,,audi,Q7,lux,audi - Q7
4444,178574,M1,1,Personenwagen,4009,audi,audi q7 3.0tdi,q7 3.0tdi,q7,3.0tdi,,1AE386,,161,Stationswagen,Schwarz,,7,2,0,2243,697,2940,0,0,100,0,2967,6,160,CZZA,D,Diesel,148.0,B6b,D,A,Automat,A8,A,Allrad,2,2015,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1504,CH,Schweiz,1,männlich,,,,audi,Q7,lux,audi - Q7
4877,178905,M1,1,Personenwagen,4009,audi,audi q7 3.0tdi,q7 3.0tdi,q7,3.0tdi,,1XN350,,161,Stationswagen,Weiss,,7,2,0,2268,672,2940,0,0,100,0,2967,6,200,,D,Diesel,163.0,B6b,D,A,Automat,A8,A,Allrad,2,2016,7,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3427,CH,Schweiz,2,weiblich,,,,audi,Q7,lux,audi - Q7
5289,179820,M1,1,Personenwagen,4009,audi,audi q7 3.0tdi,q7 3.0tdi,q7,3.0tdi,,1AF548,,161,Stationswagen,Grau,,7,2,0,2395,545,2940,0,3500,100,0,2967,6,200,CRTC,D,Diesel,168.0,B6b,F,A,Automat,A8,A,Allrad,2,2017,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,4304,CH,Schweiz,1,männlich,,,,audi,Q7,lux,audi - Q7
6308,176638,M1,1,Personenwagen,4009,audi,audi sq7 4.0tdi,sq7 4.0tdi,sq7,4.0tdi,,1AE731,,161,Stationswagen,Schwarz,Metallic,7,2,0,2633,567,3200,0,0,100,0,3956,8,320,CZAC,D,Diesel,199.0,B6c,G,A,Automat,A8,A,Allrad,2,2018,5,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,306,CH,Schweiz,1,männlich,,,,audi,Q7,lux,audi - Q7
6596,174337,M1,1,Personenwagen,4009,audi,audi q7 3.0tdi,q7 3.0tdi,q7,3.0tdi,,1AC402,,161,Stationswagen,Schwarz,Metallic,7,2,0,2385,765,3150,0,0,100,0,2967,6,176,,D,Diesel,260.0,B04,G,A,Automat,A6,A,Allrad,2,2008,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,312,CH,Schweiz,2,weiblich,,,,audi,Q7,lux,audi - Q7
7066,175499,M1,1,Personenwagen,4009,audi,audi audi q7 3.0tdi,audi q7 3.0tdi,audi,q7,3.0TDI,1AC341,,161,Stationswagen,Schwarz,,5,2,0,2505,615,3120,0,0,100,0,2967,6,171,,D,Diesel,282.0,B04,G,A,Automat,A6,A,Allrad,2,2006,4,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,1059,CH,Schweiz,2,weiblich,,,,audi,Q7,lux,audi - Q7
7893,172843,M1,1,Personenwagen,4009,audi,audi q7 3.0tdi,q7 3.0tdi,q7,3.0tdi,,1AC789,,161,Stationswagen,Grau,Metallic,7,2,0,2360,765,3125,0,0,100,0,2967,6,180,CRCA,D,Diesel,195.0,B5a,G,A,Automat,A8,A,Allrad,2,2012,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,5421,CH,Schweiz,1,männlich,,,,audi,Q7,lux,audi - Q7
9410,179756,M1,1,Personenwagen,4009,audi,audi q7 3.0tdi,q7 3.0tdi,q7,3.0tdi,,1AD667,,161,Stationswagen,Grau,Metallic,7,2,0,2420,520,2940,0,0,100,0,2967,6,200.0,CRTC,D,Diesel,163.0,B6b,E,A,Automat,A8,A,Allrad,2,2017,2,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,754,CH,Schweiz,2,weiblich,,,,audi,Q7,lux,audi - Q7
42,641582,M1,1,Personenwagen,4012,bmw,bmw x1 xdrive20d,x1 xdrive20d,x1,xdrive20d,,1BK474,,161,Stationswagen,Schwarz,,5,2,0,1750,455,2205,0,0,75,0,1995,4,140,B47C20B,D,Diesel,127.0,B6c,C,A,Automat,A8,A,Allrad,2,2017,12,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3408,CH,Schweiz,1,männlich,,,,bmw,X1,x,bmw - X1
449,734637,M1,1,Personenwagen,4012,bmw,bmw x1 xdrive20d,x1 xdrive20d,x1,xdrive20d,,1BB813,,161,Stationswagen,Grau,,5,2,0,1660,485,2145,0,0,75,0,1995,4,130,,D,Diesel,164.0,B5a,G,A,Automat,A6,A,Allrad,2,2010,3,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3203,CH,Schweiz,1,männlich,,,,bmw,X1,x,bmw - X1
452,736614,M1,1,Personenwagen,4012,bmw,bmw x1 xdrive23d,x1 xdrive23d,x1,xdrive23d,,1BC213,,161,Stationswagen,Weiss,,5,2,0,1670,490,2160,0,0,75,0,1995,4,150,,D,Diesel,167.0,B5a,G,A,Automat,A6,A,Allrad,2,2011,11,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,3722,CH,Schweiz,1,männlich,,,,bmw,X1,x,bmw - X1
528,731778,M1,1,Personenwagen,4012,bmw,bmw x1 xdrive18d,x1 xdrive18d,x1,xdrive18d,,1BB859,,161,Stationswagen,Weiss,,5,2,0,1615,505,2120,0,0,75,0,1995,4,105,N47D20C,D,Diesel,150.0,B5a,F,M,Mechanisch,M6,A,Allrad,2,2011,6,Kanton,,,,,0.0,Weiss,N,Normalschild,I,Kanton_Kürzel,PLZ,Gemeinde,6602,CH,Schweiz,1,männlich,,,,bmw,X1,x,bmw - X1
